TRKLEN,TRACK NAME,FROM_MEASURE,TO_MEASURE
549,N2,77111,77660
1565,J1,51610,51905.55
351,N2,85520,85871
400,N2,99060,99460
587,N2,55550,56137
415,N1,80960,81375
825,N2,81375,82200
560,N1,104700,105260
595,N2,78730,79325
912,N2,56673,57585
423,N1,61950,62373
153,N2,107967,108120
139,N1,56137,56271
804,N1,97451,98255
358,N1,75780,76138
1028,N1,85556,86585
750,N1,59550,60300
977,N1,101184,102161
231,N1,77660,77891
393,N2,99460,99853
678,N1,62373,63051
660,N1,93820,94480
316,N1,77344,77660
600,N1,72877,73477
755,N1,86585,87340
1020,N2,94480,95500
158,N1,49272,49430
409,N1,56865,57274
624,N1,70826,71450
615,N1,54185,54800
707,N1,90868,91575
688,N2,60992,61680
591,N1,78734,79325
125,N1,64333,64458
0,N2,48818.26,48975
212,N1,69778,69990
250,N1,54800,55050
500,N1,55050,55550
134,N2,89230,89364
498,N2,74282,74780
111,N2,52800,52911
600,N1,75180,75780
805,N1,98255,99060
134,N2,89364,89498
135,N1,100646,100780.5
139,N1,56271,56405
212,N1,69990,70202
598,N2,78132,78730
638,N2,83212,83850
658,N1,108438,109096
946,J1,66000,66138.12
1005,J2,76600,77570
0,J1,50034.93,50123
210,J1,87019,87034.57
1006,J1,76588.45,77570
990,J1,62965.64,63000
946,J1,66132.32,66940
640,J1,77570,78123.68
364,K1,77152.08,77216
133,K1,51685,51750.06
968,F2,40682,41650
201,F1,53659.5,53860
833,F1,17297.58,17800
724,K2,51118,51843
525,K2,65124,65649
151,K2,48793,48944
870,K1,37119,37989
1070,K1,47400,48470
790,K1,70885,71675
1177,K1,67373,68550
501,K1,65649,66150
348,K2,19162,19510
330,K2,18543,18873
217,K1,25814,26031
860,K1,56821,57681
150,K2,50220,50374
427,K2,49095,49522
129,K2,27388,27516
566,K1,51118,51685
490,F2,8010,8500
710,K1,76138,76848
278,K1,14810,15088
150,K1,50374,50530
558,K1,66150,66708
856,K2,59387,60243
298,K2,26530,26828
1070,K2,46485,47555
600,K1,58532,59132
790,K1,71675,72465
571,K2,76645,77216
626,K1,79058,79684
405,K1,49095,49500
131,C2,35806,35937
63,C2,36184,36247
102,C2,2953,3055
266,C2,18321,18586
295,C1,6163,6430.39
505,C2,50385,50890
600,C2,13875,14475
265,C2,14753,15020
189,C2,30433,30622
997,C2,22443,23440
63,C2,36847,36910
59,C2,18770,18829
308,C2,51305,51613
102,C2,19429,19531
59,C2,6757,6817
261,C1,1789,2050
203,C2,61828,62038
358,C2,1692,2050
268,C2,33738,34006
841,C2,62888,63753.5
225,C2,59275,59500
651,C2,21792,22443
81,C2,33057,33138
991,C2,16309,17290
369,C2,57443,57812
294,C2,32556,32850
680,E2,10960,11640
450,E2,41850,42300
600,E2,25797,26407
600,E2,0,304
258,C2,20055,20313
291,C2,37460,37752
421,C2,27190,27611
222,C2,34006,34228
740,C2,20313,21053
965,C2,48456,49421
685,D2,53528.88,53533.95
1011,D2,48288.65,49270
1011,D2,48257,48286.14
890,D1,38757.73,39111.04
890,D1,38757.73,39935
1332,D2,38757.73,39947
1332,D2,38757.73,39118.63
425,D2,38551,38757.73
314,D2,31278.46,31309
314,D2,31022,31305.15
324,D1,31278.46,31329
324,D1,31048,31321.75
1240,E2,31360,32600
950,E2,63000,63950
600,E2,7772,8372
510,E2,49100,49610
60,E2,53154,53222
244,E2,17825,18070
345,E2,43490,43835
345,F2,31215,31560
942,F2,39739,40682
610,F1,2615,3225
239,F1,295.83,535
744,F1,52700,53420.1
410,F2,36351,36770
803,K2,62031,62834
681,K2,37119,37800
600,K2,22309,22909
549,K1,56272,56821
110,K1,52730,52839
564,K2,73740,74304
216,K1,25598,25814
137,K1,23955,24092
175,K2,52443,52618
206,K2,23183,23389
160,K1,21886,22046
108,K1,27646,27755
817,K1,34509,35326
449,K1,17668,18117
724,K2,31167,31891
633,K2,29470,30103
150,K2,50374,50530
219,K1,26249,26468
274,K2,22909,23183
185,K2,21610,21795
843,F1,40123,40593.63
833,F1,51250,52077
405,F1,6511,6623.21
125,F2,30492,30494.52
560,K2,63700,64260
185,F2,2175,2360
600,F2,4526,5126
546,F2,2360,2906
52,F2,5126,5175
585,F2,46730,47315
170,F1,32310,32480
897,K2,36222,37119
151,K1,48793,48944
600,K1,22309,22909
209,K2,77426,77635
177,K2,40396,40573
202,K2,23698,23900
156,K1,19453,19609
919,K1,73385,74304
178,K2,21432,21610
616,K2,79739,80355.19
126,K2,24524,24650
0,K2,80355.19,80425.25
626,K2,78437,79062
125,K1,29016,29141
129,K1,27405,27516
431,K2,62834,63265
724,K1,49500,50220
564,K1,39655,40219
331,K2,40573,40904
173,K1,23365,23538
218,K1,26468,26686
365,C2,53700,54065
87,C2,59160,59275
135,C2,37022,37156
91,C2,18586,18678
453,C2,24010,24463
600,C1,25833,26433
697,C2,12095,12792
151,C1,57303,57443
344,C2,13148,13492
95,C2,5533,5628
600,C2,45850,46450
185,C2,469,654
245,C1,17055,17300
184,C2,27939,28123
271,C2,3631,3902
292,C2,35253,35545
87.5,C2,59100,59160
998,C1,21792,22790
149,C2,3902,4051
266,C2,19789,20055
461,C2,54961,55422
171,C2,51935,52112
94,C2,14661,14753
600,C2,55775,56375
73,C2,28996,29070
247,C2,28567,28813
525,E2,24197,24594.12
325,E2,1640,1965
695,C2,47761,48456
280,C2,26492,26772
344,C1,4881,5225
275,C2,60650,60925
600,C2,36247,36847
180,C1,29918,30098
600,E2,29400,30000
205,E2,11640,11845
393,E2,4569,4963
660,E2,34560,35220
190,E1,66800,66984
1168,E2,20350,21518
507,E1,25300,25807
140,E2,18310,18450
1004,E1,63950,64950
210,E1,65933,66147
301,E2,13087,13388
686,E1,9855,10541
111,E1,41320,41433
600,E1,53222,53822
393,E1,26407,26800
210,E1,65723,65933
665,E1,9190,9855
414,E1,41433,41850
600,E1,25807,26407
774,E1,64950,65723
111,E1,41200,41320
148,C2,27611,27759
530,C2,44045,44575
111,D2,42959,43070
88,D2,42704,42784
1113,D1,26932,27111
1113,D1,26000,26963.95
1051,D2,26932,27088
195,D2,5519,5680.7
152,D2,3333.42,3352
1051,D2,26078,26981.06
683,D1,23920,24247
683,D1,23555,23911.44
359,D2,23920,23942
359,D2,23555,23911.44
611,D2,22103.27,22160
611,D2,21573,22127.14
508,D2,20241.85,20300
508,D2,19792,20192.95
302,D2,18000,18020.32
302,D2,18037.15,18318
610,D2,16739.45,16796
610,D2,16167,16721.04
356,D2,13356,13507
356,D2,13182,13387.08
349,D2,12268.75,12507
349,D2,12146,12256.76
131,D2,7686.65,7752
131,D2,7627,7692.3
186,D2,7090,7150.66
195,D2,5725.37,5759
390,F1,41650,42040
92,D2,2464.84,2556
92,D2,2464,2474.89
448,F1,38917,39365
635,F2,21050,21685
603,F2,7350,8010
169,F1,11833,11999
600,F1,12059,12659
325,F1,35390,35750
178,F2,30342,30492
500,F2,24570,25070
560,F2,5795,6355
467,F1,11195,11662
111,F2,37815,37926
400,F1,20650,21051
52,F1,5126,5177
600,F2,18234,18834
600,F1,25070,25670
158,F2,1417,1575
169,F2,11662,11833
460,F1,33553,34011
600,F1,37215,37815
600,F2,37215,37815
600,F2,1575,2175
150,F1,33402,33553
941,F2,49480,50421
376,F2,3504,3880
350,F2,41650,41999
600,F2,8733,9333
345,F2,35425,35770
475,F1,3790,4264
170,C2,5363,5533
600,C2,33138,33738
151,C2,57303,57443
244,C2,225,469
600,C2,62288,62888
91,C1,28905,28996
174,C2,61655,61828
138,C2,14523,14661
310,C2,54065,54375
250,C2,32016,32266
278,C1,15415,15693
193,C2,13682,13875
600,C2,25833,26433
262,C2,28305,28567
92,C2,28905,28996
826,C2,8931,9757
1496,K2,74304,75800
600,K1,64524,65124
600,C2,2050,2650
304,C2,37156,37460
135,C2,35937,36072
258,C2,19531,19789
171,C1,52112,52278
311,C2,61344,61655
570,C2,23440,24010
252,C2,17290,17552
92,C2,18678,18770
971,C2,37752,38723
252,C2,17804,18056
739,C2,21053,21792
600,C2,52330,52930
210,E2,65933,66144
700,E2,32600,33300
365,E2,43835,44200
424,E2,3587,4011
55,E2,66144,66200
101,E2,3385,3486
59,F2,11999,12059
125,F1,30465,30615
472,F2,11190,11662
600,F1,18234,18834
294,F2,17940,18234
104,F1,4264,4375
655,F1,48533,49190
201,F2,53456,53659.5
610,F2,10105,10715
740,F1,43540,44282
175,F1,18888.71,19061
210,F1,32100,32310
230,F1,46500,46730
890,F2,27410,28299
104,F2,4375,4474
600,F1,53999,54599
240,F1,1335,1575
130,F2,43410,43540
414,F2,29752,30162
367,F2,43827,44193
667,F2,13800,14467
415,F2,26995,27410
175,F1,19061,19238.8
520,F1,13490,14010
750,E2,59450,60200
271,E2,40900,41171
487,E2,6810,7296
956,E2,55700,56660
357,E2,4011,4368
515,F1,29305,29822
750,F1,42040,42787
402,F1,9333,9736
271,F2,295,567
470,F2,31560,32030
463,F2,567,1030
455,F1,535,990
600,F1,1575,2175
445,F2,36770,37215
656,F2,44193,44850
598,F2,16965,17565
850,F2,52077,52927
600,F2,0,295
203,F1,38129,38332
485,F2,42925,43410
600,F2,44850,45450
208,F2,38332,38540
523,F1,14010,14533
385,F2,3880,4265
405,F1,9736,10140
555,F2,6355,6910
600,F2,25070,25670
182,C2,28123,28305
92,C2,2866,2953
964,C2,49421,50385
246,C2,24607,24853
211,K1,23745,23955
629,K1,18526,19155
149,K2,78288,78437
213,K1,15088,15301
855,K2,58532,59387
295,C2,31721,32016
550,C2,10582,11132
415,C2,50890,51305
535,C2,45075,45610
600,C2,18829,19429
320,C2,58730,59100
386,C2,34670,35253
60,C2,25773,25833
88,C2,3151,3234
207,C2,32850,33057
418,C2,26772,27190
52,C2,52278,52330
317,C2,53383,53700
205,C2,34228,34433
550,C2,60100,60650
894,C2,38723,39617
735,C2,8196,8931
190,C2,13492,13682
894,C2,39617,40511
931,C2,43114,44045
299,C2,29670,29969
166,E1,7355,7522
356,C2,12792,13148
456,C2,5990,6430.39
175,C2,832,1007
261,C2,35545,35806
354,C2,55422,55775
210,C1,14830,15040
660,E2,30700,31360
900,E2,48200,49100
648,E2,19702,20350
600,E2,2689,3289
385,E2,36815,37200
410,E2,34150,34560
530,E2,13800,14330
553,E2,51747,52300
130,E2,17073,17225
575,E1,1700,2275.38
950,E1,63000,63950
415,E1,35800,36215
287,E1,16378,16655
485,E1,3883,4375
769,E2,54946,55700
500,E1,67300,67800
101,E2,4469,4569
362,E1,24934,25300
420,E1,13380,13800
510,E1,49100,49610
438,E1,33712,34150
64,E1,41145,41200
475,F2,10715,11190
385,F2,25670,26055
305,B2,28425,28730
261,B2,28925,29186
297,B2,55310,55607
217,B2,39631,39848
93,B2,2912,3004
425,B2,61375,61800
393,B2,55607,56000
406,B2,54644,55050
183,B2,35046,35229
335,B2,3770,4165
82,B2,44592,44674
528,B2,24996,25524
600,A1,19860,20460
1026,A2,22076,23102
218,A2,4494,4630
749,A1,90466,91215
464,A2,43572,44036
92,A2,7329,7420
503,A2,15724,16227
52,A1,70040,70092
739,A2,68701,69440
280,A2,45030,45310
414,A1,31455,31869
499,A1,71212,71710
1282,A2,48658,49940
600,A2,6540,7140
291,A2,714,1005
171,A2,19560,19732
111,A2,94993,95018.04
997,A2,86020,87017
552,A2,67609,68161
154,D2,10650,10804
149,D1,51545,51694
182,D2,7287,7469
600,D1,42029,42629
326,D1,57704,58030
600,E2,36215,36815
80,E1,2608,2689
553,E1,51747,52300
354,E1,42536,42890
646,E1,4569,5216
468,E2,8372,8840
640,E1,14340,14978
680,E1,61500,62180
820,E1,62180,63000
101,E1,4375,4469
84,E2,7688,7772
835,E1,22010,22845
960,E1,30400,31360
475,E1,39485,39960
487,E2,9220,9707
665,E1,22845,23510
495,E2,875,1370
253,E2,4963,5216
695,E2,49610,50297
240,E1,39960,40200
155,E1,44950,45105
638,E1,26800,27436
774,E2,64949.64,64958.83
560,E2,52736.12,52818
560,E2,52300,52787.5
103,A1,57883,57964
646,A1,20598,21244
461,A1,80891,81352
171,A1,70257,70434
802,A1,84426,85228
52,A1,44378,44430
370,A1,78330,78700
195,A1,8445,8640
390,A1,68655,69045
177,A1,30520,30702
307,A1,18400,18707
91,A1,7236,7329
545,A1,29270,29815
600,A1,80025,80625
227,A1,15450,15677
552,A1,40580,41132
602,A1,62458,63060
400,A1,6140,6540
386,A1,43650,44036
384,D1,23171,23555
261,D2,31309,31570
191,D1,58757,58942
316,D1,9467,9783
1011,D2,22160,23171
1012,D1,54300,55312
154,E2,28484,28640
345,E1,43490,43835
96,E2,3289,3385
270,E2,1370,1640
490,E1,67800,68288
611,E1,505,1116
395,A2,18707,19102
1467,A2,53033,54500
367,A2,39633,40000
109,A2,38798,38907
525,A1,17415,17940
88,A2,56872,56958
520,A1,65340,65860
718,A2,57166,57883
1066,A1,27710,28756
806,A2,92234,93040
634,D1,19275,19909
121,D2,28141,28262
274,D1,58030,58304
224,D1,43076,43300
242,D1,2647,2889
221,D2,51265,51486
412,E1,33300,33712
400,E1,35400,35800
228,E1,8372,8600
900,E1,48200,49100
209,E2,16657,16867
642,E2,11845,12487
64,E2,41171,41224.92
390,E2,6420,6810
101,E2,3486,3587
470,E2,15835,16305
600,E2,66200,66800
890,E2,44200,45090
600,E2,17225,17825
546,E1,52300,52772.93
875,E2,46008.49,46800
875,E2,45900,45976.62
111,E2,41224.92,41250.61
1092,E2,38082.12,38850
197,D2,12666,12863
578,D1,14470,15048
600,D1,51694,52294
405,D1,6902,7307
239,D1,50578,50817
491,D1,33311,33801
295,E2,580,875
680,E2,61500,62180
111,E2,41320,41431
600,E2,5216,5816
60,E2,28640,28699
208,E2,16950,17073
310,E2,66990,67300
600,E2,12487,13087
500,E2,45400,45900
210,E2,65723,65933
600,E2,42890,43490
412,E2,13388,13800
190,E2,66800,66990
101,E2,4368,4469
493,E2,67779.85,67800
493,E2,67300,67772.98
1013,D2,49270,50283
546,E1,24810.15,52808
600,D2,7752,8352
530,F2,41999,42530
672,E1,23510,24182
840,E1,58060,58900
101,E1,3372,3486
547,E2,51200,51747
600,E1,66200,66800
290,E1,15668,15958
240,E1,34560,34800
700,E1,32600,33300
945,E1,40200,41145
153,E1,28331,28486
176,E1,52808,52986
684,E2,27647,28330
1095,E1,45105,46200
435,E1,47200,47635
166,E1,7522,7688
201,E1,304,505
84,E1,7688,7772
600,E1,0,304
236,E2,42300,42536
91,D2,2556,2647
600,D1,36233,36833
516,D1,33801,34318
475,F1,28830,29305
720,F1,23390,24110
1008,F2,15957,16965
434,F1,17800,18234
485,F1,13005,13490
148,F1,5326,5474
55,F2,18834,18888
600,F1,8733,9333
140,F1,53860,53999
412,E2,33300,33712
255,E2,15580,15835
490,E2,67800,68292
835,E2,46800,47635
230,E2,19160,19390
310,E2,45090,45400
380,E2,8840,9220
177,E2,52818,52986
895,E2,50297,51200
354,E2,42536,42890
396,D2,33406,33802
392,D1,15197,15589
905,D2,45086,45991
672,D2,27257,27959
148,F2,5175,5326
1030,F2,28299,29320
441,F2,12659,13100
600,F2,30615,31215
233,F2,8500,8733
400,F1,24110,24510
600,F1,30615,31215
750,F2,33402,34149
203,F2,37926,38129.5
485,F2,32030,32515
178,F1,30162,30287
120,F1,45450,45570
511,F2,19249,19750
470,F1,5474,5945
0,F1,0,295.83
480,F1,10715,11195
475,F1,8000,8475
1231,F1,49190,50422
558,F1,21685,22243
335,F2,26055,26390
125,F2,30465,30615
605,F2,26390,26995
635,F2,19750,20385
670,F2,39070,39739
380,F1,25670,26050
178,F1,30287,30490
175,F2,19062,19249
460,F2,23650,24110
340,F2,24110,24450
203,F2,38129.5,38332
120,F2,24450,24570
240,F1,31560,31800
203,F1,37926,38129
111,F1,37815,37926
169,F1,11662,11833
320,F2,5474,5795
148,F2,5326,5474
360,F1,44282,44641
580,F1,45570,46157
600,F1,44850,45450
894,B1,41609,42503
930,F2,21685,22615
397,B1,55210,55607
112,B2,45965,46077
600,B1,15920,16520
545,F1,34870,35390
560,F1,24510,25070
566,F1,5945,6511
565,F1,3225,3790
700,F1,40950,41650
600,F1,4526,5126
201,F1,53433.88,53659.5
55,F1,18834,18888.71
300,F1,31800,32100
345,F1,990,1335
360,F1,39756,40123
1500,F1,15470,16970
140,F2,53860,54000
600,F2,54000,54600
169,F2,11833,11999
1035,F2,22615,23650
395,F2,42530,42925
624,B1,28176,28800
858,B2,71404.58,71457
741,B2,66125,66886
858,B2,70560,71365.88
508,B1,15414,15920
1195,B1,47600,48500
242,B2,63511,63753
96,B1,35229,35325
1195,B1,51000,52195
718,B2,67607,68325
382,B1,62200,62582
528,F2,52927,53456
175,F2,18888,19062
320,F1,7680,8000
620,F1,52077,52700
630,F1,26780,27410
52,F2,4474,4526
387,F2,1030,1417
120,F2,45450,45570
375,F2,17565,17940
178,F2,30162,30342
199,B2,28226,28425
226,B2,563,789
388,B2,23353,23741
545,B1,4910,5455
293,B2,39848,40141
282,B2,22473,22755
221,B1,300,521
275,B2,2359,2624
414,B2,5355,5769
92,B2,17494.2,17687.4
197,B2,56398,56594
321,B2,5769,6090
343,B2,26180,26523
273,B2,789,1062
311,B1,2098,2409
410,B2,52940,53350
580,B2,17687.4,18268
279,B2,29550,29829
600,B2,27576,28176
803,B2,33618,34421
1250,B2,41253,42503
399,B1,8967.5,9370
362,B1,24996,25357
202,B2,71457,71659
751,B1,39266.54,40006
311,B2,15469,15608.65
420,B2,64400,64820
96,B2,63247.39,63277
786,B1,58704,59500
798,B2,48550,48834
208,B1,56387,56594
355,B1,71404.58,71455
39,B1,45700,45739
600,B1,37611,38211
129,B1,56278.24,56387
802,B1,32816,33618
600,B2,71915,72515
185,B2,39266.54,39440
110,B1,44990,45100
270,B2,25585,25796.14
735,B2,4603.97,4910
369,B1,19566,19935
741,B2,66886,67607
167,E2,2442,2608
350,E1,41850,42200
701,E2,28699,29400
604,E1,54946,55550
565,E2,47635,48200
378,E1,53822,54200
760,E2,57300,58060
990,G2,36919,37909
99,B1,46761,46860
723,B2,68391.7,69041
391,B1,21730,22121
243,B1,2671,2804.16
656,B1,22740,22867.74
587,B1,29550,30137
147,B1,21073,21220
500,B1,7871,8248
185,B2,39250,39261.76
798,B2,48000,48503.81
271,B1,38654,38925
500,B1,26615,27115
155,B1,46860,47015
73,B2,6500,6515.26
740,B1,65385,66125
126,B1,8715,8841
518,A1,7421,7938
987,A1,83439,84426
349,A1,4712,5061
238,A1,15212,15450
936,A1,61523,62458
275,A1,17140,17415
770,A1,64580,65340
600,A1,27110,27710
387,A1,39633,40020
269,A1,5871,6140
600,A1,3835,4435
390,A1,14025,14415
1167,A1,58783,59950
93,B1,2912,3004
52,B2,25524,25585
625,B2,9530,10157
261,B1,4221,4482
600,B2,0,300
582,B2,18268,18850
115,B2,45700,45815
171,B2,29379,29550
638,A2,2228,2866
669,A2,51910,52579
214,A2,93700,93914
605,A2,64145,64750
196,A1,518,714
240,A1,5630,5871
1110,A1,34090,35200
896,A1,87910,88806
716,B1,69045,69757
228,B2,7891.45,7979
894,B2,47112,47966.43
235,A1,45030,45265
843,A1,75800,76643
125,A1,56960,57085
52,A1,94128,94180
600,A1,94180,94780
341,A1,70434,70775
600,A1,44430,45030
213,A1,94780,94993.4
425,A1,79600,80025
460,A1,17940,18400
740,G2,32305,33045
607,G1,61210,61817
491,G1,45952,46441
648,G2,59310,59957
410,G1,53360,53770
245,G1,45707,45952
218,G2,62037,62238
90,G1,46846,46935
703,G2,52050,52753
201,G1,46644,46846
429,G2,40574,41003
90,G2,46845,46935
950,G1,49460,50410
395,G2,33045,33440
436,G1,34541,34977
477,G2,43978,44455
600,G1,62296,62896
151,G1,28377,28526
475,G1,41069,41544
335,G2,43643,43978
295,G2,47535,47838
444,G1,42977,43421
1092,E2,37750,38073.73
976,E2,35935.39,36215
976,E2,35220,35916.47
709,E2,30030.73,30700
709,E2,30000,30039.52
218,G2,61852.08,62037
501,G2,41225,41561.74
902,G2,50917.82,51360
1218,A1,23102,24320
410,A1,71710,72120
290,A1,19100,19390
133,A1,714,847
1085,A1,35200,36285
701,A1,45970,46671
810,A1,74990,75800
450,A1,82255,82705
370,A1,68285,68655
708,A1,2182,2890
364,A1,57520,57883
110,A1,30415,30520
1235,A1,41963,43198
138,A1,20460,20598
97,A1,7140,7236
171,A1,70092,70257
597,A1,31869,32466
600,E1,34800,35400
167,E1,2275.38,2442
130,E1,17098,17225
176,E1,52986,53161
565,E1,47635,48200
420,E1,15958,16378
600,E1,7772,8372
0,G2,28267.96,28377
385,G2,43258,43643
436,G1,49024,49460
899,G2,39675,40574
212,G1,61817,62032
531,G2,28829,29360
800,G1,51360,52160
514,A1,28756,29270
396,A1,69045,69440
656,A1,51923,52579
150,A1,13400,13550
498,A1,38300,38798
893,A1,87017,87910
897,A1,86120,87017
717,A1,37583,38300
167,E2,2275,2442
840,E2,58060,58900
475,E2,39485,39960
526,E2,54420,54946
350,E2,18450,18800
157,E2,27490,27647
850,G2,58010,58860
176,G1,41544,41720
600,G2,46935,47535
235,G2,33440,33675
600,G2,33941,34541
590,G2,53760,54350
380,G2,42483,42863
445,G1,52915,53360
478,G1,31203,31681
443,G2,34541,34984
299,G1,45408,45707
222,G2,41003,41225
158,G2,28377,28516
370,G2,56880,57250
1123,G2,31182,32305
170,G1,53770,53940
767,G2,57572.67,58010
456,G2,45853.25,45860
246,G2,35260,35365.7
212,G2,54559,54575.81
115,G2,63887,63897.88
501,G2,41555.76,41720
285,G2,33675,33895.29
218,G2,61805,61840.67
902,G2,50458,50909.92
246,G2,35389.1,35529
767,G2,57250,57579.49
115,G2,63932.06,64019
456,G2,45398,45846.74
1126,K1,45359,46485
131,K1,27516,27646
210,K1,77216,77426
603,K1,52839,53442
796,K1,38859,39655
289,K2,18873,19162
136,K2,48606,48754
51,K2,48754,48793
136,K2,48470,48606
1031,K2,55790,56821
511,F1,19238.8,19750
279,F2,3225,3504
700,F2,13100,13800
606,K2,65649,66255
111,K2,52618,52730
211,G2,54770,54981
590,G2,49468,50058
657,G1,42320,42977
1232,G1,29360,30592
453,G2,59957,60410
538,G2,44860,45398
276,G2,34984,35260
472,G1,43978,44450
100,G1,64086,64184
488,G2,36431,36919
600,G1,46935,47535
392,G2,48193,48585
244,G1,33697,33941
210,G1,53940,54225
592,G1,32065,32657
851,K1,57681,58532
410,F2,6910,7350
772,F2,9333,10105
219,K1,29586,29805
113,K2,19510,19623
111,K1,52618,52730
217,K1,25381,25598
133,K1,50852,50986
1226,K2,44234,45460
240,K1,29141,29381
212,G1,54560,54770
384,G1,31681,32065
545,G2,35886,36431
748,G1,36919,37667
533,G1,62896,63430
457,G2,63430,63887
566,G2,39109,39675
548,G1,44860,45408
201,G1,46441,46644
635,F1,19750,20385
585,F1,38332,38917
945,F2,48535,49480
59,F1,11999,12059
268,K2,25784,26052
487,K2,76158,76645
110,K2,52730,52839
212,K1,24296,24508
331,K1,40573,40904
318,K2,50530,50841
920,K1,72465,73385
1059,K2,37800,38858
1031,K2,54759,55790
212,K2,24055,24267
816,K2,34510,35326
373,K1,17295,17668
265,K1,17030,17295
283,K2,14753,15038
177,K1,40396,40573
259,K1,28355,28614
600,K1,51843,52443
219,K1,24508,24727
298,K1,29805,30103
51,K1,22258,22309
746,K1,68550,69296
207,K1,23538,23745
261,K2,27126,27388
193,K2,15223,15416
585,K2,17620,18215
816,K1,33693,34509
830,K1,32875,33693
257,K2,24267,24524
133,K1,50986,51118
600,K2,40904,41504
957,K2,57575,58532
521,K1,53835,54356
803,B1,69757,70560
605,B1,64780,65385
255,B1,53345,53600
129,B1,56180,56223.61
605,B1,52195,52800
647,B2,63753,64400
525,B1,24471,24996
1514,B1,57200,58704
307,B1,19259,19566
711,K1,31172,31891
347,K1,16136,16483
1025,K2,45460,46485
108,K2,27639,27755
626,K2,79062,79688
616,K1,79739,80355.19
964,K2,68321,69288
262,K1,15301,15563
585,B1,47015,47600
370,B1,36420,36790
205,B1,44785,44990
600,B1,27576,28176
246,B2,37044.73,37056
314,B1,37122,37436
428,B1,4482,4910
58,B1,1062,1120
426,B2,19259,19685
558,B2,49300,49858
301,B2,40141,40442
359,B2,40894,41253
177,K2,40219,40396
51,K2,79688,79739
114,K1,27273,27405
989,K2,31891,32880
445,B2,4910,5355
177,B2,21123,21300
263,B2,27075,27338
73,B1,3096,3170
260,B2,55050,55310
1042,B2,42503,43545
82,B2,44338,44420
50,B2,28176,28226
133,B2,430,563
350,B2,16520,16870
600,B1,0,300
130,B2,300,430
398,B2,22075,22473
50,B2,21073,21123
185,B2,46761,46946
409,B2,18850,19259
86,B2,44420,44506
633,B2,60740,61375
542,B2,60200,60740
645,B2,35412,36057
50,B2,38211,38261
150,B2,45815,45965
201,B2,37410,37611
284,B2,23069,23353
380,B1,64400,64780
538,B1,19935,20473
96,B2,63182,63250
50,B1,27526,27576
120,B2,73024,73154
530,B1,9370,9902
338,B2,7979,8258
70,B1,6546,6557.78
270,B2,25795,25973
70,B1,6550.22,6608
741,B1,68300,69045
471,B1,8248,8715
751,B1,39250,39261.7
120,B2,72893,73024
411,B1,27115,27526
611,G1,30592,31203
400,G2,50058,50458
450,G2,58860,59310
920,G2,29360,30280
195,G1,61015,61210
55,G1,62240,62296
313,G2,28516,28829
790,K2,70885,71675
298,K2,26828,27126
1064,K2,15966,17030
454,K2,29016,29470
600,K2,19623,20223
151,K2,48944,49095
185,K2,15038,15223
350,B2,9180,9530
175,B2,37056,37231
166,B2,21300,21466
600,B2,3170,3770
600,B1,1205,1805
302,B2,16870,17172
1300,B2,51000,52300
73,B2,3095,3170
546,B1,6000,6546
546,B2,14923,15469
143,B2,1062,1205
266,B1,796,1062
193,B2,29186,29379
403,B2,20070,20473
93,B1,3004,3096
171,A1,44207,44378
600,A1,56272,56872
1015,A1,91215,92234
393,A1,18707,19100
600,A1,29815,30415
831,A1,41132,41963
600,A1,6540,7140
979,A1,92234,93213
600,A1,16540,17140
435,A1,64145,64580
640,A1,26470,27110
126,A1,39507,39633
487,A1,93213,93700
600,A1,12800,13400
193,B1,10757,10950
250,B2,36570,36820
174,B2,6326,6500
81,A1,57085,57166
128,A1,19732,19860
892,A1,85228,86120
600,A1,69440,70040
575,A1,30879,31455
437,A1,70775,71212
168,A1,350,518
171,A2,44036,44207
313,A2,16227,16540
1069,K1,30103,31172
259,K1,28614,28873
100,K2,22158,22258
817,K2,33693,34510
894,K2,61137,62031
790,K2,71675,72465
426,K1,41504,41930
1258,K2,42976,44234
794,K2,39485,40219
51,K1,48742,48793
1125,K1,44234,45359
964,K2,67357,68321
600,K2,51843,52443
1102,K2,66255,67357
600,K2,77688,78288
131,K2,27516,27639
328,K2,18215,18543
915,K2,47555,48470
600,K2,24781,25381
53,K2,77635,77688
292,K2,26238,26530
210,K2,77216,77426
529,K2,42447,42976
138,K2,50981,51118
600,K2,69288,69885
600,K2,27755,28355
155,K2,23900,24055
566,K2,52839,53405
251,K2,21795,22046
0,K2,14529.45,14661
221,K2,25563,25784
633,C1,46632,47265
903,K1,61232.9,62031
136,K1,48606,48742
431,C1,32707,33138
815,C1,38881,39696
292,C1,19985,20277
52,C1,52278,52330
172,C1,15243,15415
671,C1,21121,21792
598,C1,56555,57153
92,C1,2866,2953.4
91,C1,28813,28905
50,A1,300,350
103,A1,57964,58053
214,A1,93700,93914
171,A1,4494,4619
272,A1,14940,15212
873,A1,60650,61523
608,A1,24632,25240
214,A1,93914,94128
875,A1,73350,74225
177,A1,30702,30879
91,A1,7329,7421
111,A1,94993.4,95017.67
271,A1,5413,5630
610,A1,55145,55755
447,A1,79153,79600
593,A1,15677,16270
607,G2,52753,53360
950,G1,50410,51360
600,G2,41720,42320
510,G1,55900,56410
114,G2,64019,64116
600,G1,41720,42320
455,A1,40333.16,43650
