TRKLEN,TRACK NAME,FROM_MEASURE,TO_MEASURE
1330,A1,9757.1,10833
1288,A1,37061.85,37583
549,A1,7938,8022.48
1288,A1,36285,37052.17
549,A1,7980.12,8445
813,A1,10833,11216.96
160,K1,21430,21590
513,G2,55872,56385
626,G1,40443,41069
742,G2,60410,61152
412,G1,34977,35389
285,G2,33876.36,33941
256,A1,80700.39,80891
744,A1,82705,83255.78
840,A1,51080,51225.18
1266,A1,49895.31,51080
113,A1,38836.07,38907
53,C1,62236,62288
295,C1,18303,18544.24
362,C2,5628,5990
300,C1,53550,53850
276,C1,27039,27315
158,C1,6600,6758
87,C1,59160,59275
501,C1,31721,32222
917,K1,75221,76138
393,K1,53442,53835
136,C1,12792,12928
112,C1,36072,36184
235,C1,26494,26729
191,C1,35597,35788
237,C1,27759,27996
63,C1,36847,36910
187,C1,34670,34857
600,C1,18829,19429
178,C1,35302,35480
785,C1,50385,51170
230,C1,4651,4881
455,C1,30758,31213
266,C1,24736,25002
255,C1,28302,28557
308,C1,5225,5533
138,C1,14694,14830
657,C1,54550,55207
310,C1,5853,6163
327,C1,964,1291
198,C1,29720,29918
600,C1,6817,7417
425,C1,3626,4051
1328,C1,48456,49611.62
225,C1,0,225
81,C1,14475,14556
150,K1,50220,50374
136,K1,48470,48606
813,K2,32880,33693
634,C2,42480,43114
151,C2,57155.34,57303
552,C1,57608,58160
417,C2,7779,8196
225,C1,59275,59500
616,C1,52930,53290.65
815,C1,39696,40511
826,C1,9481,10307
171,C2,52112,52278
299,C1,18009,18303
963,C2,11132,12095
503,A1,25620.71,25700
623,A1,12180,12737.18
730,A1,33370,33674.35
438,A2,80700.39,81073
471,A1,58038,58783
503,A1,25240,25664.58
349,A1,3180,3425.13
790,A1,21244,21989.02
730,A1,33664.62,34090
503,A1,55755,56169.32
349,A1,3382.14,3486
342,A1,55122.66,55145
525,K1,65124,65649
600,C1,4051,4651
182,C1,46450,46632
655,C2,30622,31277
254,C1,20867,21121
135,C1,35937,36072
240,C2,45610,45850
328,C1,13304,13632
600,C1,33138,33738
726,C1,24010,24736
93,C2,3055,3151
92,C1,2769,2866
455,C2,56686,57141
227,C1,17782,18009
178,C2,654,832
586,C2,54375,54961
600,C2,4051,4651
175,K1,52443,52618
531,K1,42447,42978
248,K1,15563,15811
375,C1,2953.4,3333
408,C1,42480,42888
158,C1,38723,38881
91,C1,18586,18678
600,C2,0,225
171,C1,33738,33909
423,C2,57812,58235
479,C1,7684,8163
254,C1,1291,1545
203,C1,61700.76,62038
266,C1,37929,38195
242,C1,20277,20519
61,C1,26433,26494
376,C1,12928,13304
117,C1,35480,35597
247,C1,15693,15940
310,C1,60940,61250
149,C1,35788,35937
264,C1,30098,30362
600,C1,36247,36847
87,C1,59100,59160
247,C2,29969,30216
482,C1,17300,17782
430,C1,60510,60940
337,C1,25234,25538.92
168,C1,796,964
485,C1,32222,32707
59,C1,6758,6817
291,C1,37638,37929
59,C1,18770,18829
248,C1,27315,27563
337,C1,34333,34670
184,C2,15231,15415
296,C2,24853,25149
392,C2,3234,3631
548,C1,8931,9434.57
112,C2,36910,37022
112,C2,36072,36184
158,C2,6600,6757
322,C2,51613,51935
353,C2,5010,5363
53,C2,62236,62288
605,B1,56594,57200
139,B2,56278.24,56398
96,B1,63182,63277
92,B1,17494,17596
693,B1,67607,68300
600,B2,62582,63182
171,A2,70257,70434
600,A2,69440,70040
820,A2,74170,74990
1140,A2,49940,51080
97,A2,7140,7237
895,A2,87017,87912
600,A2,38907,39507
255,A2,27710,27965
171,A2,70092,70257
600,C2,29070,29670
138,C1,14556,14694
525,C1,53850,54375
569,C2,46706,47275
890,C1,44045,44935
191,C1,37156,37348
92,C2,2768,2866
293,C1,19692,19985
144,C2,24463,24607
167,C1,393,560
825,C1,10307,11132
495,C2,58235,58730
306,C1,27996,28302
410,C1,60100,60510
196,C1,27563,27759
991,B2,31171,32162
513,B2,36057,36570
600,B2,1205,1805
239,B2,26836,27075
183,B2,35229,35412
262,B1,2409,2671
86,B2,44506,44592
600,B1,6608,7208
385,B2,19685,20070
451,B1,3770,4221
1255,B2,23741,24996
236,B2,6090,6326
1514,B2,57200,58704
250,B2,39000,39250
605,B2,56594,57200
797,C1,11995,12792
203,C1,15040,15243
510,B1,61100,61610
456,B2,48834,49300
313,B2,26523,26836
236,B1,63277,63511
253,B2,38747,39000
370,B1,28800,29170
803,B1,33618,34421
341,B1,36790,37055.05
162,B2,25973,26180
206,B1,25357,25564
159,B2,38261,38420
600,B1,45100,45700
534,B1,18725,19259
749,B2,65385,65917.46
202,B1,71455,71659
1195,B1,48550,48844
723,B2,68325,68399.19
600,B2,54044,54644
195,B2,28730,28925
452,B2,40442,40894
443,B2,7258,7701
238,B2,27338,27576
50,B2,7208,7258
204,B2,56000,56204
600,B2,6608,7208
243,B2,29829,30072
600,B2,20473,21073
308,B2,44030,44338
600,A2,13400,14000
146,A2,5485,5631
1235,A2,82204,83439
1016,A2,36285,37301
403,A2,25297,25700
700,A2,59950,60650
999,A2,46671,47670
830,A1,77500,78330
600,A1,63545,64145
170,A1,26300,26470
600,A1,38907,39507
455,A1,81800,82255
290,A1,2890,3180
151,A1,81649,81800
1000,K2,69885,70885
51,K1,79701.07,79739
376,K1,54356,54712.12
1266,K1,43498.98,44234
600,K1,19609,19635.92
224,K1,26051.88,26249
625,D2,34200,34828
60,D2,52299,52359
482,D2,18763,19245
122,D2,1214,1336
410,D1,10394,10804
430,D1,17880,18310
600,D2,5996,6596
991,D2,55978,56969
722,D2,15145,15867
327,B2,38420,38747
1486,B2,58704,60200
394,B2,53650,54044
361,B2,30072,30433
207,B2,8972.5,9180
244,B2,1805,2049
625,B2,34421,35046
485,B2,43545,44030
191,B2,39440,39631
600,B2,45100,45700
85,B1,1120,1205
600,B2,10157,10757
483,A1,63060,63545
600,A1,25700,26300
765,A1,74225,74990
475,A1,13550,14025
1026,A1,22076,23102
165,A2,29650,29815
836,A1,89630,90466
803,A2,14640,15443
420,A2,88806,89226
720,A2,66465,67185
790,A2,33300,34090
365,A2,21118,21458
662,A2,55610,56272
239,A2,3144,3383
346,A2,46325,46671
625,A2,77705,78330
915,A2,17140,18055
110,A2,30415,30525
345,B2,21730,22075
341,B1,37044.69,37122
665,K1,66708,67373
248,K2,20830,21078
297,K2,20223,20520
894,K2,60243,61137
1064,K2,30103,31167
310,K2,20520,20830
702,K2,49522,50220
147,K2,15416,15563
320,C1,5533,5818.2
159,C2,6430.39,6442.06
586,C1,38195,38591.7
495,C2,47717.4,47761
444,C2,31277,31400.57
348,C1,20702.76,20867
117,C1,25538.92,25571.04
428,C1,58160,58332.72
180,C1,13632,13727.49
971,C1,40914.87,41501
450,C2,53294,53383
631,C1,47265,47734.63
316,C2,56375,56441.55
159,C1,6430.39,6600
275,C1,34857,35122.65
178,C1,1545,1586.57
508,C1,31213,31379.16
600,D2,20546,21146
68,D1,8352,8420
375,D1,0,375
600,D1,13507,14107
600,D1,1336,1936
493,D1,35800,36233
219,D2,9467,9686
226,D1,29560,29786
447,D1,58304,58757
600,D1,5996,6596
246,D1,41585,41831
727,D1,24247,24974
451,D1,56518,56969
421,D1,4916,5337
152,D1,14318,14470
463,D1,2889,3352
234,D1,30547,30781
600,C1,59500,60100
600,C1,52330,52930
863,C1,11132,11995
112,C1,36910,37022
320,D1,16476,16796
156,D2,4486,4642
295,D1,50283,50578
600,D1,31570,32170
408,D2,37047,37455
171,D1,41414,41585
638,D1,8829,9467
600,D1,16796,17396
1039,D2,28521,29560
672,D1,27287,27959
600,D2,51699,52299
465,D2,4642,5107
59,A2,4435,4494
52,A2,44378,44430
1142,A1,48658,49800
857,A1,76643,77500
834,A2,32466,33300
1063,A2,75580,76643
533,A1,11647,12180
354,A1,57166,57520
409,A2,42697,43106
703,A1,47996.31,48658
259,A2,58053,58075
1053,A1,53524.47,53626
564,A1,40020,40337.98
840,A1,51227.81,51923
440,A1,8640,8845.55
445,D2,18318,18763
359,D1,12666,13025
584,D1,43750,44334
452,D2,11404,11856
115,D1,28262,28377
149,D1,15048,15197
305,D1,56969,57274
178,D1,32352,32530
195,D2,53110,53305
370,D1,40450,40820
246,D2,20300,20546
602,A2,11798,12400
600,A2,19860,20460
738,A1,1444,2182
482,D1,13025,13507
116,D1,7586,7702
132,D1,28526,28658
218,D2,59126,59350
600,C1,45850,46450
600,C1,13875,14475
600,C1,2050,2650
600,C1,55775,56375
675,C1,44935,45610
505,C1,58595,59100
201,D1,50082,50283
136,D2,52974,53110
198,D1,41831,42029
172,D1,712,884
267,D1,9783,10050
188,D1,884,1072
241,D2,563,801
486,D1,22086,22582
694,D1,37700,38394
191,D2,9276,9467
275,D1,1936,2211
716,D1,21146,21862
232,D1,50817,51049
625,D2,43709,44334
182,D1,32170,32352
105,D1,8724,8829
625,D2,40806,41431
1345,D1,45990,47335
429,D1,57274,57704
224,D1,21862,22086
188,D2,6596,6789
600,D2,16796,17396
185,D1,375,563
490,D1,35310,35800
435,D2,50283,50718
453,D1,18310,18763
186,D2,7156.66,7287
240,D1,51305,51545
666,D2,55312,55978
216,D2,32780,32996
600,D1,3352,3952
1443,D1,48257,49700
423,D2,1936,2359
422,D1,40820,41242
1078,D2,25000,26078
328,D2,4158,4486
241,D1,31329,31570
512,D1,18763,19275
1043,D2,57708,58745
267,D1,30781,31048
92,D1,2464,2556
0,D1,60009,60858
152,D1,8420,8572
1039,D2,45991,47030
425,D1,4491,4916
1026,D1,24974,26000
59,D2,14107,14166
379,D1,16097,16476
580,C1,55207,55719.23
135,C1,37022,37156
175,C1,54375,54550
168,C1,225,393
91,D2,27959,28050
91,D1,2556,2647
511,D1,11404,11915
922,D1,47335,48257
115,D2,28262,28377
93,D1,1243,1336
307,D1,6596,6902
357,D2,14788,15145
600,D1,7752,8352
152,D1,563,712
201,D2,8724,8925
508,D1,15589,16097
180,D2,1034,1214
197,D2,35668,35865
253,D1,2211,2464
191,D1,42688,42871
279,D1,7307,7586
73,C1,28996,29070
203,C1,62038,62236
213,D2,51486,51699
293,C1,3333,3626
152,D2,14318,14470
138,D2,36094,36233
270,D2,50995,51265
624,D2,17396,18000
152,D2,8572,8724
859,D2,39947,40806
144,D2,28377,28521
300,D2,15867,16167
228,D2,37902,38130
198,D2,52359,52557
547,D2,19245,19792
156,D2,5363,5519
196,D2,9686,9882
739,D2,56969,57708
229,D2,53305,53629
600,D2,1336,1936
427,D2,21146,21573
600,D2,10804,11404
639,D2,43070,43709
600,D2,59350,59950
237,D2,5759,5996
600,D2,13507,14107
358,D2,35310,35668
159,D2,12507,12666
211,D2,33195,33406
91,D2,28050,28141
186,D2,14602,14788
51,D1,42629,42688
323,D2,9882,10205
377,D1,52816,53193
600,D2,42029,42629
330,D1,34980,35310
414,D1,11915,12329
59,D2,59950,60009
227,D1,32530,32757
685,D2,53528.88,54214
50,D1,7702,7752
191,D2,58942,59126
152,D2,8420,8572
256,D1,51049,51305
367,D1,36833,37200
600,B1,3170,3770
600,B2,37611,38211
545,B1,5455,6000
738,B2,30433,31171
545,B1,7208,7753
654,B2,32162,32816
275,B1,521,796
310,B2,2049,2359
253,B2,10757,11001
293,B1,1805,2098
300,B2,53350,53650
640,B2,52300,52940
1142,B2,49858,51000
264,B2,21466,21730
179,B2,37231,37410
126.5,B2,8846,8972.5
332,B2,17172,17494.2
600,B2,15920,16520
214,D2,36833,37047
802,B2,32816,33618
157,B2,46946,47112
426,B2,44674,45100
894,B2,47969.77,48000
350,B1,54620,54970
95,B1,35134,35229
205,B1,44025,44231
201,B1,71659,71861
598,B1,17687,18286
1034,B1,30137,31171
404,B1,16520,16924
600,B1,54020,54620
119,B2,72763,72893
684,B1,46077,46761
340,B1,60760,61100
325,B1,38925,39250
619,B1,22121,22740
0,B2,3004,3095
558,B1,49300,49858
573,B1,55607,56180
623,B1,34421,35044
248,B2,72515,72763
240,B1,25564,25804
360,B1,61840,62200
439,B1,18286,18725
73,B2,6550.22,6608
230,B1,61610,61840
447,D2,37455,37902
404,D2,23171,23555
172,D1,41242,41414
